1,24
2,47
3,69
4,92
5,114
6,135
7,156
8,177
9,197
10,217
11,236
12,255
13,273
14,291
15,308
16,325
17,342
18,357
19,373
20,388
21,402
22,416
23,430
24,442
25,455
26,467
27,478
28,489
29,499
30,508
31,517
32,526
33,534
34,541
35,548
36,554
37,560
38,566
39,571
40,575
41,580
42,584
43,588
44,592
45,596
46,600
47,603
48,607
49,611
50,614
51,617
52,620
53,622
54,625
55,628
56,630
57,632
58,635
59,637
60,639
61,641
62,643
63,645
64,647
65,649
66,651
67,652
68,654
69,656
70,657
71,659
72,660
73,662
74,663
75,664
76,666
77,667
78,668
79,670
80,671
81,672
82,673
83,674
84,675
85,676
86,677
87,678
88,679
89,680
90,681
91,682
92,683
93,684
94,685
95,686
96,686
97,687
98,688
99,689
100,690
101,690
102,691
103,692
104,692
105,693
106,694
107,695
108,696
109,696
110,696
111,697
112,698
113,699
114,699
115,700
116,700
117,700
118,701
119,702
120,703
121,704
122,704
123,704
124,705
125,705
126,705
127,706
128,706
129,706
130,707
131,708
132,708
133,708
134,709
135,710
136,710
137,710
138,711
139,711
140,712
141,712
142,712
143,713
144,713
145,713
146,714
147,715
148,715
149,715
150,716
151,716
152,716
153,716
154,716
155,717
156,717
157,717
158,717
159,718
160,718
161,719
162,719
163,719
164,719
165,720
166,720
167,720
168,720
169,720
170,721
171,721
172,722
173,722
174,723
175,723
176,723
177,723
178,723
179,723
180,723
181,724
182,724
183,724
184,724
185,725
186,725
187,726
188,726
189,726
190,726
191,727
192,727
193,727
194,727
195,727
196,728
197,728
198,728
199,728
200,728
201,728
202,729
203,729
204,729
205,729
206,729
207,729
208,729
209,730
210,730
211,730
212,730
213,730
214,731
215,731
216,731
217,731
218,731
219,731
220,732
221,732
222,732
223,732
224,732
225,732
226,732
227,733
228,733
229,733
230,733
231,733
232,733
233,733
234,734
235,734
236,734
237,734
238,734
239,734
240,734
241,735
242,735
243,735
244,735
245,735
246,735
247,735
248,735
249,736
250,736
251,736
252,736
253,736
254,736
255,736
256,736
257,737
258,737
259,737
260,737
261,737
262,737
263,737
264,737
265,737
266,737
267,737
268,737
269,737
270,737
271,737
272,737
273,737
274,737
275,737
276,737
277,737
278,737
279,737
280,738
281,738
282,738
283,738
284,738
285,738
286,738
287,738
288,738
289,738
290,738
291,738
292,738
293,738
294,738
295,738
296,738
297,738
298,738
299,738
300,738
301,738
302,738
303,738
304,738
305,738
306,738
307,738
308,738
309,738
310,738
311,738
312,738
313,738
314,739
315,739
316,739
317,739
318,739
319,739
320,739
321,739
322,739
323,739
324,739
325,739
326,739
327,739
328,739
329,739
330,739
331,739
332,739
333,739
334,739
335,739
336,739
337,739
338,739
339,739
340,739
341,739
342,739
343,739
344,739
345,739
346,739
347,739
348,740
349,740
350,740
351,740
352,740
353,740
354,740
355,740
356,740
357,740
358,740
359,740
360,740
361,740
362,740
363,740
364,740
365,740
366,740
367,740
368,740
369,740
370,740
371,740
372,740
373,740
374,740
375,740
376,740
377,740
378,740
379,740
380,740
381,740
382,740
383,741
384,741
385,741
386,741
387,741
388,741
389,741
390,741
391,741
392,741
393,741
394,741
395,741
396,741
397,741
398,741
399,741
400,741
401,741
402,741
403,741
404,741
405,741
406,741
407,741
408,741
409,741
410,741
411,741
412,741
413,741
414,741
415,741
416,741
417,741
418,741
419,742
420,742
421,742
422,742
423,742
424,742
425,742
426,742
427,742
428,742
429,742
430,742
431,742
432,742
433,742
434,742
435,742
436,742
437,742
438,742
439,742
440,742
441,742
442,742
443,742
444,742
445,742
446,742
447,742
448,742
449,742
450,742
451,742
452,742
453,742
454,742
455,742
456,742
457,743
458,743
459,743
460,743
461,743
462,743
463,743
464,743
465,743
466,743
467,743
468,743
469,743
470,743
471,743
472,743
473,743
474,743
475,743
476,743
477,743
478,743
479,743
480,743
481,743
482,743
483,743
484,743
485,743
486,743
487,743
488,743
489,743
490,743
491,743
492,743
493,743
494,743
495,744
496,744
497,744
498,744
499,744
500,744
501,744
502,744
503,744
504,744
505,744
506,744
507,744
508,744
509,744
510,744
511,744
512,744
513,744
514,744
515,744
516,744
517,744
518,744
519,744
520,744
521,744
522,744
523,744
524,744
525,744
526,744
527,744
528,744
529,744
530,744
531,744
532,744
533,744
534,745
535,745
536,745
537,745
538,745
539,745
540,745
541,745
542,745
543,745
544,745
545,745
546,745
547,745
548,745
549,745
550,745
551,745
552,745
553,745
554,745
555,745
556,745
557,745
558,745
559,745
560,745
561,745
562,745
563,745
564,745
565,745
566,745
567,745
568,745
569,745
570,745
571,745
572,745
573,745
574,745
575,746
576,746
577,746
578,746
579,746
580,746
581,746
582,746
583,746
584,746
585,746
586,746
587,746
588,746
589,746
590,746
591,746
592,746
593,746
594,746
595,746
596,746
597,746
598,746
599,746
600,746
601,746
602,746
603,746
604,746
605,746
606,746
607,746
608,746
609,746
610,746
611,746
612,746
613,746
614,746
615,746
616,747
617,747
618,747
619,747
620,747
621,747
622,747
623,747
624,747
625,747
626,747
627,747
628,747
629,747
630,747
631,747
632,747
633,747
634,747
635,747
636,747
637,747
638,747
639,747
640,747
641,747
642,747
643,747
644,747
645,747
646,747
647,747
648,747
649,747
650,747
651,747
652,747
653,747
654,747
655,747
656,747
657,747
658,747
659,747
660,748
661,748
662,748
663,748
664,748
665,748
666,748
667,748
668,748
669,748
670,748
671,748
672,748
673,748
674,748
675,748
676,748
677,748
678,748
679,748
680,748
681,748
682,748
683,748
684,748
685,748
686,748
687,748
688,748
689,748
690,748
691,748
692,748
693,748
694,748
695,748
696,748
697,748
698,748
699,748
700,748
701,748
702,748
703,748
704,748
705,749
706,749
707,749
708,749
709,749
710,749
711,749
712,749
713,749
714,749
715,749
716,749
717,749
718,749
719,749
720,749
721,749
722,749
723,749
724,749
725,749
726,749
727,749
728,749
729,749
730,749
731,749
732,749
733,749
734,749
735,749
736,749
737,749
738,749
739,749
740,749
741,749
742,749
743,749
744,749
745,749
746,749
747,749
748,749
749,749
750,749
751,750
752,750
753,750
754,750
755,750
756,750
757,750
758,750
759,750
760,750
761,750
762,750
763,750
764,750
765,750
766,750
767,750
768,750
769,750
770,750
771,750
772,750
773,750
774,750
775,750
776,750
777,750
778,750
779,750
780,750
781,750
782,750
783,750
784,750
785,750
786,750
787,750
788,750
789,750
790,750
791,750
792,750
793,750
794,750
795,750
796,750
797,750
798,750
799,750
800,751
801,751
802,751
803,751
804,751
805,751
806,751
807,751
808,751
809,751
810,751
811,751
812,751
813,751
814,751
815,751
816,751
817,751
818,751
819,751
820,751
821,751
822,751
823,751
824,751
825,751
826,751
827,751
828,751
829,751
830,751
831,751
832,751
833,751
834,751
835,751
836,751
837,751
838,751
839,751
840,751
841,751
842,751
843,751
844,751
845,751
846,751
847,751
848,751
849,751
850,752
851,752
852,752
853,752
854,752
855,752
856,752
857,752
858,752
859,752
860,752
861,752
862,752
863,752
864,752
865,752
866,752
867,752
868,752
869,752
870,752
871,752
872,752
873,752
874,752
875,752
876,752
877,752
878,752
879,752
880,752
881,752
882,752
883,752
884,752
885,752
886,752
887,752
888,752
889,752
890,752
891,752
892,752
893,752
894,752
895,752
896,752
897,752
898,752
899,752
900,752
901,752
902,752
903,753
904,753
905,753
906,753
907,753
908,753
909,753
910,753
911,753
912,753
913,753
914,753
915,753
916,753
917,753
918,753
919,753
920,753
921,753
922,753
923,753
924,753
925,753
926,753
927,753
928,753
929,753
930,753
931,753
932,753
933,753
934,753
935,753
936,753
937,753
938,753
939,753
940,753
941,753
942,753
943,753
944,753
945,753
946,753
947,753
948,753
949,753
950,753
951,753
952,753
953,753
954,753
955,753
956,753
957,753
958,753
959,754
960,754
961,754
962,754
963,754
964,754
965,754
966,754
967,754
968,754
969,754
970,754
971,754
972,754
973,754
974,754
975,754
976,754
977,754
978,754
979,754
980,754
981,754
982,754
983,754
984,754
985,754
986,754
987,754
988,754
989,754
990,754
991,754
992,754
993,754
994,754
995,754
996,754
997,754
998,754
999,754
1000,754
1001,754
1002,754
1003,754
1004,754
1005,754
1006,754
1007,754
1008,754
1009,754
1010,754
1011,754
1012,754
1013,754
1014,754
1015,754
1016,754
1017,754
1018,755
1019,755
1020,755
1021,755
1022,755
1023,755
1024,755
1025,755
1026,755
1027,755
1028,755
1029,755
1030,755
1031,755
1032,755
